ISIN,code
"INF209KA1K96","BS380X-DR"
"INF209KA1KN3","BS303FZ-DP"
"INF209KA1KN3","BS303FZ-DR"
"INF209KA1KO1","BS303MZ-DP"
"INF209KA1KO1","BS303MZ-DR"
"INF209KA1KP8","BS303WZ-DP"
"INF209KA1KP8","BS303WZ-DR"
"INF209KA1KQ6","BS341DZ-DP"
"INF209KA1KQ6","BS341DZ-DR"
"INF209KA1KT0","BS37AZ-DP"
"INF209KA1KT0","BS37AZ-DR"
"INF209KA1LC4","BS403DZ-DP"
"INF209KA1LC4","BS403DZ-DR"
"INF209KA1LE0","BS52Z-DP"
"INF209KA1LE0","BS52Z-DR"
"INF209KA1LH3","BSAZ-DP"
"INF209KA1LH3","BSAZ-DR"
"INF209KA1TP9","BS249Y-GR"
"INF209KA1TQ7","BS249X-DP"
"INF209KA1TQ7","BS249X-DR"
"INF209KA1TX3","BS321X-DP"
"INF209KA1TX3","BS321X-DR"
"INF209KA1WL2","BS301Z-DP"
"INF209KA1WL2","BS301Z-DR"
"INF209KA1YK0","BS250Y-GR"
"INF209KA1YL8","BS250X-DP"
"INF209KA1YL8","BS250X-DR"
"INF209KB10G3","BS101Y-GR"
"INF209KB10H1","BS102Y-GR"
"INF209KB10I9","BS109X-DP"
"INF209KB10M1","BS111Y-GR"
"INF209KB10N9","BS113Y-GR"
"INF209KB10P4","BS116Y-GR"
"INF209KB10S8","BS118Y-GR"
"INF209KB11F3","BS95Y-GR"
"INF209KB11G1","BS101X-DP"
"INF209KB11H9","BS102X-DP"
"INF209KB11M9","BS111X-DP"
"INF209KB11N7","BS113X-DP"
"INF209KB11P2","BS116X-DP"
"INF209KB11S6","BS118X-DP"
"INF209KB11U2","BS121Y-GR"
"INF209KB12F1","BS95X-DP"
"INF209KB12O3","BS115Y-GR"
"INF209KB12U0","BS121X-DP"
"INF209KB13I3","BS108Y-GR"
"INF209KB13O1","BS115X-DP"
"INF209KB14D2","BS90Y-GR"
"INF209KB14I1","BS108X-DP"
"INF209KB14N1","BS114Y-GR"
"INF209KB14S0","BS119Y-GR"
"INF209KB15D9","BS90X-DP"
"INF209KB15M0","BS112Y-GR"
"INF209KB15N8","BS114X-DP"
"INF209KB15R9","BS117Y-GR"
"INF209KB15S7","BS119X-DP"
"INF209KB16F2","BS100Y-GR"
"INF209KB16M8","BS112X-DP"
"INF209KB16M8","BS112X-DR"
"INF209KB16R7","BS117X-DP"
"INF209KB16R7","BS117X-DR"
"INF209KB16T3","BS120Y-GR"
"INF209KB17F0","BS100X-DP"
"INF209KB17F0","BS100X-DR"
"INF209KB17J2","BS110Y-GR"
"INF209KB17T1","BS120X-DP"
"INF209KB18B7","BS80Y-GR"
"INF209KB18C5","BS88Y-GR"
"INF209KB18J0","BS110X-DP"
"INF209KB18J0","BS110X-DR"
"INF209KB19B5","BS80X-DP"
"INF209KB19C3","BS88X-DP"
"INF209KB19C3","BS88X-DR"
"INF209KB19H2","BS109Y-GR"
"INF209KB1E84","BS41Y-GR"
"INF209KB1F18","BS41X-DP"
"INF209KB1F26","BS41Z-DR"
"INF209KB1I23","BS55Y-GR"
"INF209KB1I31","BS55X-DP"
"INF209KB1I31","BS55X-DR"
"INF209KB1I80","BS56Y-GR"
"INF209KB1I98","BS56X-DP"
"INF209KB1I98","BS56X-DR"
"INF209KB1J48","BS57Y-GR"
"INF209KB1J55","BS57X-DP"
"INF209KB1J55","BS57X-DR"
"INF209KB1K03","BS58Y-GR"
"INF209KB1K11","BS58X-DP"
"INF209KB1K11","BS58X-DR"
"INF209KB1O25","BS60Y-GR"
"INF209KB1O33","BS60X-DP"
"INF209KB1O33","BS60X-DR"
"INF209KB1O82","BS66Y-GR"
"INF209KB1O90","BS66X-DP"
"INF209KB1T79","BS67Y-GR"
"INF209KB1T87","BS67X-DP"
"INF209KB1T87","BS67X-DR"
"INF209KB1U76","BS68Y-GR"
"INF209KB1U84","BS68X-DP"
"INF209KB1U84","BS68X-DR"
"INF209KB1W17","BS69Y-GR"
"INF209KB1W25","BS69X-DP"
"INF209KB1W25","BS69X-DR"
"INF209KB1W74","BS70Y-GR"
"INF209KB1W82","BS70X-DP"
"INF209KB1W82","BS70X-DR"
"INF209KB1Y49","BS71Y-GR"
"INF209KB1Y56","BS71X-DP"
"INF209KB1Z71","BS79Y-GR"
"INF209KB1Z89","BS79X-DP"
"INF209KB1Z89","BS79X-DR"
"INF209KB1ZH2","BS157GZ-GR"
"INF209KB1ZI0","BS157DZ-DR"
"INF209KB1ZJ8","BS157WZ-DR"
"INF209KB1ZL4","BS157MZ-DP"
"INF209KB1ZL4","BS157MZ-DR"
"INF223J011N1","PRARD3-DP"
"INF223J013N7","PRARD1-GR"
"INF223J014N5","PRARD2-DR"
"INF223J016N0","PRARD3-DR"
"INF223J019M6","PRARD2-DP"
"INF223J01NB1","PRGFD2-DP"
"INF223J01NC9","PRGFD2-DR"
"INF223J01ND7","PRGFD1-GR"
"INF223J01NE5","PRGAD2-DR"
"INF223J01NF2","PRGAD1-GR"
"INF223J01NG0","PRGAD2-DP"
"INF223J01NJ4","PRGTD2-DP"
"INF223J01NK2","PRGTD2-DR"
"INF223J01NL0","PRGTD1-GR"
"INF223J01NR7","PRCFD2-DR"
"INF223J01NS5","PRCFD1-GR"
"INF223J01NT3","PRCFD4-DP"
"INF223J01NU1","PRCFD4-DR"
"INF223J01NV9","PRCFD6-DP"
"INF223J01NW7","PRCFD6-DR"
"INF223J01OL8","PRFBD4-DR"
"INF223J01OM6","PRFBD4-DP"
"INF223J01OO2","PRFBD1-GR"
"INF223J01OP9","PRFBD2-DP"
"INF223J01OQ7","PRFBD2-DR"
"INF223J01OR5","PRFBD3-DP"
"INF223J01OS3","PRFBD3-DR"
"INF223J01OT1","PRSFD5-DP"
"INF223J01OU9","PRSFD5-DR"
"INF223J01OW5","PRSFD1-GR"
"INF223J01OX3","PRSFD3-DP"
"INF223J01OY1","PRSFD3-DR"
"INF223J01PB6","PRSFD4-DP"
"INF223J01PC4","PRSFD4-DR"
"INF223J01QA6","PRMAD4-DP"
"INF223J01QB4","PRMAD4-DR"
"INF223J01QD0","PRMAD1-GR"
"INF223J01QE8","PRMAD2-DP"
"INF223J01QF5","PRMAD2-DR"
"INF223J01QL3","PR2FD2-DR"
"INF223J01QO7","PR2FD1-GR"
"INF223J01QP4","PR2FD5-DP"
"INF223J01QQ2","PR2FD5-DR"
"INF223J01QR0","PR2FD4-DP"
"INF223J01QS8","PR2FD4-DR"
"INF223J01SZ9","PRBPD1-GR"
"INF223J01WB2","PRBPD4-DP"
"INF223J01WC0","PRBPD4-DR"
"INF223JA1LT3","PRBPD8-DP"
"INF223JA1LU1","PRBPD8-DR"
"INF247L01189","MFGD-GRD"
"INF247L01197","MFPD-DRD"
"INF247L01205","MFPD-DPD"
"INF247L01247","USGD-GRD"
"INF247L01346","USDD-DRD"
"INF247L01353","USDW-DRD"
"INF247L01361","USDF-DRD"
"INF247L01379","USDM-DRD"
"INF247L01387","USDQ-DRD"
"INF247L01395","USDM-DPD"
"INF247L01403","USDQ-DPD"
"INF247L01445","MOFMGD-GR"
"INF247L01452","MOFMPD-DR"
"INF247L01460","MOFMPD-DP"
"INF247L01502","CPGD-GR"
"INF247L01510","CPPD-DR"
"INF247L01528","CPPD-DP"
"INF247L01569","MOLTGD-GR"
"INF247L01577","MOLTPD-DP"
"INF247L01635","MODEGD-GR"
"INF247L01643","MODEDQ-DP"
"INF247L01650","MODEDA-DP"
"INF247L01668","MODEDQ-DR"
"INF247L01676","MODEDA-DR"
"INF247L01692","MOHEGD-GR"
"INF247L01718","MON1GD-GR"
"INF247L01734","MOLFGD-GR"
"INF247L01742","MOLFDD-DR"
"INF247L01759","MOLFDF-DR"
"INF247L01767","MOLFDM-DR"
"INF247L01775","MOLFDM-DP"
"INF247L01783","MOLFDQ-DR"
"INF247L01791","MOLFDQ-DP"
"INF247L01809","MOLFDW-DR"
"INF247L01890","MOBIGD-GR"
"INF247L01916","MOMIGD-GR"
"INF247L01932","MOSIGD-GR"
"INF247L01957","MONTGD-GR"
"INF247L01999","MOLMGD-GR"
"INF247L01AA5","MOLMPD-DR"
"INF247L01AB3","MOLMPD-DP"
"INF247L01AC1","MONNGD-GR"
"INF247L01AE7","MONIGD-GR"
"INF247L01AG2","MOSPGD-GR"
"INF247L01AI8","MOMAGD-GR"
"INF247L01AL2","MOAAGD-GR"
"INF247L01AN8","MOACGD-GR"
"INF247L01AQ1","MOGSGD-GR"
"INF247L01AS7","MOMSGD-GR"
"INF247L01AV1","MON2GD-GR"
"INF247L01AY5","MOS1GD-GR"
"INF247L01BC9","MOS2GD-GR"
"INF247L01BF2","MOS3GD-GR"
"INF247L01BI6","MOS4GD-GR"
"INF247L01BM8","MOMGGD-GR"
"INF247L01BO4","MONGGD-GR"
"INF251K01GJ7","BPLWDG-GR"
"INF251K01GK5","BPLWDD-DR"
"INF251K01GL3","BPLWDW-DP"
"INF251K01GM1","BPLWDW-DR"
"INF251K01GN9","BPLWDM-DP"
"INF251K01GO7","BPLWDM-DR"
"INF251K01GP4","BPCBDG-GR"
"INF251K01GQ2","BPCBDM-DP"
"INF251K01GR0","BPCBDM-DR"
"INF251K01GS8","BPCBDQ-DP"
"INF251K01GT6","BPCBDQ-DR"
"INF251K01GU4","BPCBDA-DP"
"INF251K01GV2","BPCBDA-DR"
"INF251K01GW0","BPFLDG-GR"
"INF251K01GX8","BPFLDD-DR"
"INF251K01GY6","BPFLDW-DR"
"INF251K01GZ3","BPFLDM-DP"
"INF251K01HA4","BPFLDM-DR"
"INF251K01HB2","BPFLDQ-DP"
"INF251K01HC0","BPFLDQ-DR"
"INF251K01HD8","BPFLDH-DP"
"INF251K01HE6","BPFLDH-DR"
"INF251K01HF3","BPTADG-GR"
"INF251K01HH9","BPTADD-DP"
"INF251K01HL1","BPLCDD-DP"
"INF251K01HM9","BPLCDD-DR"
"INF251K01HN7","BPLCDG-GR"
"INF251K01HO5","BPMCDD-DP"
"INF251K01HP2","BPMCDD-DR"
"INF251K01HQ0","BPMCDG-GR"
"INF251K01HR8","BPCHDG-GR"
"INF251K01HS6","BPCHDM-DP"
"INF251K01HT4","BPCHDM-DR"
"INF251K01HU2","BPCHDQ-DP"
"INF251K01HV0","BPCHDQ-DR"
"INF251K01LU4","BPMTDG-GR"
"INF251K01LV2","BPMTDM-DP"
"INF251K01LW0","BPMTDQ-DP"
"INF251K01LX8","BPMTDH-DP"
"INF251K01LY6","BPMTDA-DP"
"INF251K01MD8","BPMTDM-DR"
"INF251K01ME6","BPMTDQ-DR"
"INF251K01MF3","BPMTDH-DR"
"INF251K01MG1","BPMTDA-DR"
"INF251K01OT0","BPARDG-GR"
"INF251K01OU8","BPARDD-DR"
"INF251K01OV6","BPARDD-DP"
"INF251K01OZ7","BPSEDG-GR"
"INF251K01PA7","BPSEDD-DR"
"INF251K01PB5","BPSEDD-DP"
"INF251K01PE9","BPARDM-DR"
"INF251K01PF6","BPARDM-DP"
"INF251K01PI0","BPARDQ-DR"
"INF251K01PJ8","BPARDQ-DP"
"INF251K01PN0","BPFODG-GR"
"INF251K01PO8","BPFODD-DP"
"INF251K01PP5","BPFODD-DR"
"INF251K01PT7","BPICDG-GR"
"INF251K01PU5","BPICDD-DR"
"INF251K01PV3","BPICDD-DP"
"INF251K01QT5","BPAFDG-GR"
"INF251K01QU3","BPAFDD-DP"
"INF251K01QV1","BPAFDD-DR"
"INF251K01QZ2","BPFXDG-GR"
"INF251K01RA3","BPFXDD-DP"
"INF251K01RB1","BPFXDD-DR"
"INF251K01RF2","BPMADG-GR"
"INF251K01RG0","BPMADD-DP"
"INF251K01RH8","BPMADD-DR"
"INF251K01RL0","BPNSDG-GR"
"INF251K01RM8","BPNSDD-DP"
"INF251K01RR7","BPN2DG-GR"
"INF251K01RS5","BPN2DD-DP"
"INF277K010C8","TAFW1Z-DP"
"INF277K010C8","TAFW1Z-DR"
"INF277K010Z9","TAMADZ-DP"
"INF277K010Z9","TAMADZ-DR"
"INF277K011B8","TAIPHDZ-DP"
"INF277K011B8","TAIPHDZ-DR"
"INF277K011C6","TALSDZ-DR"
"INF277K011O1","TASCFGZ-GR"
"INF277K011T0","TAUSGZ-GR"
"INF277K012D2","TAMONDZ-DR"
"INF277K012O9","TASCFDZ-DP"
"INF277K012O9","TASCFDZ-DR"
"INF277K013A6","TAICFGZ-GR"
"INF277K013S8","TABAFGZ-GR"
"INF277K013T6","TAUSMDZ-DP"
"INF277K013T6","TAUSMDZ-DR"
"INF277K013Y6","TAQFGZ-GR"
"INF277K014X6","TABPDZ-DP"
"INF277K014X6","TABPDZ-DR"
"INF277K014Y4","TAQFDZ-DP"
"INF277K014Y4","TAQFDZ-DR"
"INF277K015A1","TAICFDZ-DP"
"INF277K015A1","TAICFDZ-DR"
"INF277K015B9","TAREFGZ-GR"
"INF277K015K0","TAMTCGZ-GR"
"INF277K015S3","TABAFDZ-DP"
"INF277K015S3","TABAFDZ-DR"
"INF277K015T1","TAUSWDZ-DP"
"INF277K015T1","TAUSWDZ-DR"
"INF277K015X3","TABPGZ-GR"
"INF277K015Z8","TAYFGZ-GR"
"INF277K016K8","TAMTCDZ-DP"
"INF277K016K8","TAMTCDZ-DR"
"INF277K016Z6","TAYFDZ-DP"
"INF277K016Z6","TAYFDZ-DR"
"INF277K017B5","TAREFDZ-DP"
"INF277K017B5","TAREFDZ-DR"
"INF277K017Q3","TAAFGZ-GR"
"INF277K017X9","TAFEGZ-GR"
"INF277K018B3","TAFD1Z-DR"
"INF277K018T5","TAOFGZ-GR"
"INF277K018X7","TAFEDZ-DP"
"INF277K018X7","TAFEDZ-DR"
"INF277K019A3","TAIPHGZ-GR"
"INF277K019Q9","TAAFMDZ-DP"
"INF277K019Q9","TAAFMDZ-DR"
"INF277K019T3","TAOFDZ-DR"
"INF277K019Y3","TAMAGZ-GR"
"INF277K01I86","TATSFGZ-GR"
"INF277K01I94","TATSFZP-DP"
"INF277K01J02","TATSFZ-DR"
"INF277K01MJ0","TAEODZ-DP"
"INF277K01MJ0","TAEODZ-DR"
"INF277K01MK8","TAEOGZ-GR"
"INF277K01MM4","TABFDZ-DP"
"INF277K01MM4","TABFDZ-DR"
"INF277K01MN2","TABFGZ-GR"
"INF277K01MP7","TABFMDZ-DP"
"INF277K01MP7","TABFMDZ-DR"
"INF277K01NA7","TAEPE5Z-DP"
"INF277K01NA7","TAEPE5Z-DR"
"INF277K01NC3","TAEPEDZ-DP"
"INF277K01NC3","TAEPEDZ-DR"
"INF277K01ND1","TAEPEGZ-GR"
"INF277K01NF6","TASSFDZ-DP"
"INF277K01NF6","TASSFDZ-DR"
"INF277K01NG4","TASSFZ-GR"
"INF277K01OK4","TAFG1Z-GR"
"INF277K01OM0","TAFPD1Z-DP"
"INF277K01OM0","TAFPD1Z-DR"
"INF277K01OW9","TAGFDZ-DP"
"INF277K01OW9","TAGFDZ-DR"
"INF277K01OX7","TAGFGZ-GR"
"INF277K01P46","TASTPDZ-DP"
"INF277K01P46","TASTPDZ-DR"
"INF277K01PJ3","TAINAZ-GR"
"INF277K01PK1","TAISAZ-GR"
"INF277K01PP0","TAINFDZ-DP"
"INF277K01PP0","TAINFDZ-DR"
"INF277K01PQ8","TAINFGZ-GR"
"INF277K01PR6","TALSGZ-GR"
"INF277K01PX4","TAGRODZ-DP"
"INF277K01PX4","TAGRODZ-DR"
"INF277K01PY2","TAGROGZ-GR"
"INF277K01QH5","TAIFMGZ-GR"
"INF277K01QJ1","TAIFMZ-DP"
"INF277K01QJ1","TAIFMZ-DR"
"INF277K01QL7","TAIFMQZ-DP"
"INF277K01QL7","TAIFMQZ-DR"
"INF277K01QM5","TARFCGZ-GR"
"INF277K01QN3","TARFMGZ-GR"
"INF277K01QO1","TARFPGZ-GR"
"INF277K01QQ6","TASTDZ-DP"
"INF277K01QQ6","TASTDZ-DR"
"INF277K01QR4","TASTGZ-GR"
"INF277K01QW4","KUVERA-TATMUTF13-1159G-GR"
"INF277K01QY0","TAPEFDZ-DP"
"INF277K01QY0","TAPEFDZ-DR"
"INF277K01QZ7","TAPEFZ-GR"
"INF277K01YE6","TAMONGZ-GR"
"INF277K01Z10","TABSGZ-GR"
"INF277K01Z36","TABSDZ-DP"
"INF277K01Z36","TABSDZ-DR"
"INF277K01Z77","TADIFGZ-GR"
"INF277K01Z93","TADIFDZ-DP"
"INF277K01Z93","TADIFDZ-DR"
"INF277KA1026","TAFRGZ-GR"
"INF277KA1067","TAFRPDZ-DP"
"INF277KA1067","TAFRPDZ-DR"
"INF277KA1075","TAFRMDZ-DP"
"INF277KA1075","TAFRMDZ-DR"
"INF277KA1083","TAFRQDZ-DP"
"INF277KA1083","TAFRQDZ-DR"
"INF277KA1166","TABCGZ-GR"
"INF277KA1182","TABCDZ-DP"
"INF277KA1182","TABCDZ-DR"
"INF277KA1224","TACBFGZ-GR"
"INF277KA1265","TACBFPZ-DP"
"INF277KA1265","TACBFPZ-DR"
"INF277KA1273","TACBFMZ-DP"
"INF277KA1273","TACBFMZ-DR"
"INF277KA1281","TACBFQZ-DP"
"INF277KA1281","TACBFQZ-DR"
"INF277KA1372","TANSGZ-GR"
"INF277KA1398","TANSDZ-DP"
"INF277KA1398","TANSDZ-DR"
"INF277KA1430","TAFOGZ-GR"
"INF277KA1455","TAFODZ-DP"
"INF277KA1455","TAFODZ-DR"
"INF277KA1497","TAHOGZ-GR"
"INF277KA1505","TAHODZ-DP"
"INF277KA1505","TAHODZ-DR"
"INF277KA1554","TACIGZ-GR"
"INF277KA1562","TACIDZ-DP"
"INF277KA1562","TACIDZ-DR"
"INF277KA1612","TANMGZ-GR"
"INF277KA1620","TANMDZ-DP"
"INF277KA1620","TANMDZ-DR"
"INF277KA1679","TAMLGZ-GR"
"INF277KA1687","TAMLDZ-DP"
"INF277KA1687","TAMLDZ-DR"
"INF277KA1737","TAN29GZ-GR"
"INF277KA1745","TAN29DZ-DP"
"INF277KA1745","TAN29DZ-DR"
"INF277KA1794","TAN26GZ-GR"
"INF277KA1802","TAN26DZ-DP"
"INF277KA1802","TAN26DZ-DR"
"INF336L01BX6","HSHBFD-DP"
"INF336L01BX6","HSHBFD-DR"
"INF336L01BY4","HSHBFG-GR"
"INF336L01CA2","HCPMD-DP"
"INF336L01CA2","HCPMD-DR"
"INF336L01CB0","HSHCPDD-DR"
"INF336L01CC8","HCAPG-GR"
"INF336L01CD6","HSHCPWD-DP"
"INF336L01CD6","HSHCPWD-DR"
"INF336L01CI5","HSHEMFD-DP"
"INF336L01CI5","HSHEMFD-DR"
"INF336L01CJ3","HSHEMFG-GR"
"INF336L01CL9","HEFD-DP"
"INF336L01CL9","HEFD-DR"
"INF336L01CM7","HEFG-GR"
"INF336L01DE2","HIIG-GR"
"INF336L01DG7","HEOID-DP"
"INF336L01DG7","HEOID-DR"
"INF336L01DH5","HEOIG-GR"
"INF336L01DW4","HMPSG-GR"
"INF336L01DY0","HMPSM-DP"
"INF336L01DY0","HMPSM-DR"
"INF336L01EA8","HMPSQ-DP"
"INF336L01EA8","HMPSQ-DR"
"INF336L01EE0","HTSEG-GR"
"INF336L01EP6","HIID-DP"
"INF336L01EP6","HIID-DR"
"INF336L01ER2","HTSED-DP"
"INF336L01ER2","HTSED-DR"
"INF336L01HF0","HSHAPDG-GR"
"INF336L01HH6","HSHAPDD-DP"
"INF336L01HH6","HSHAPDD-DR"
"INF336L01IC5","HSHMSGD-DP"
"INF336L01IC5","HSHMSGD-DR"
"INF336L01ID3","HSHMSGG-GR"
"INF336L01II2","HSHMSMD-DP"
"INF336L01II2","HSHMSMD-DR"
"INF336L01IJ0","HSHMSMG-GR"
"INF336L01IP7","HSHMSCG-GR"
"INF336L01NV5","HSHLEG-GR"
"INF336L01NX1","HSHLED-DP"
"INF336L01NX1","HSHLED-DR"
"INF336L01OF6","HSHNOG-GR"
"INF336L01OG4","HSHNODD-DR"
"INF336L01OH2","HSHNOWD-DP"
"INF336L01OH2","HSHNOWD-DR"
"INF336L01OO8","HSHNOMD-DP"
"INF336L01OO8","HSHNOMD-DR"
"INF336L01OR1","HSHSDOG-GR"
"INF336L01OS9","HSHSODD-DR"
"INF336L01OT7","HSHSOWD-DR"
"INF336L01OU5","HSHSOMD-DP"
"INF336L01OU5","HSHSOMD-DR"
"INF336L01PB2","HSHFEG-GR"
"INF336L01PD8","HSHFED-DP"
"INF336L01PD8","HSHFED-DR"
"INF336L01PV0","HSHGCG-GR"
"INF336L01PX6","HSHGCDD-DP"
"INF336L01PX6","HSHGCDD-DR"
"INF336L01QH7","HSHCXG-GR"
"INF336L01QJ3","HSHCXD-DP"
"INF336L01QJ3","HSHCXD-DR"
"INF336L01QN5","HSHMCDG-GR"
"INF336L01QP0","HSHMCDD-DP"
"INF336L01QP0","HSHMCDD-DR"
"INF336L01QT2","HSHCIDG-GR"
"INF336L01QV8","HSHCIDD-DP"
"INF336L01QV8","HSHCIDD-DR"
"INF397L01AH3","LFG1-GR"
"INF397L01AI1","LFD1-DR"
"INF397L01AJ9","LFM1-DR"
"INF397L01AK7","LFM1-DP"
"INF397L01AL5","LFW1-DR"
"INF397L01AM3","LFW1-DP"
"INF397L01AN1","NID1-DP"
"INF397L01AO9","NID1-DR"
"INF397L01AP6","NIG1-GR"
"INF397L01AQ4","IBUSD1-DR"
"INF397L01AR2","USM1-DR"
"INF397L01AS0","USM1-DP"
"INF397L01AT8","USW1-DR"
"INF397L01AU6","USW1-DP"
"INF397L01AV4","USG1-GR"
"INF397L01AW2","NJG1-GR"
"INF397L01AX0","NJD1-DR"
"INF397L01AY8","NJD1-DP"
"INF397L01AZ5","MIG1-GR"
"INF397L01BA6","MIM1-DP"
"INF397L01BB4","MIM1-DR"
"INF397L01BD0","MIQ1-DP"
"INF397L01BE8","MIQ1-DR"
"INF397L01BG3","STG1-GR"
"INF397L01BH1","STM1-DP"
"INF397L01BI9","STM1-DR"
"INF397L01BK5","STW1-DP"
"INF397L01BL3","STW1-DR"
"INF397L01BU4","GFG1-GR"
"INF397L01BV2","IEG1-GR"
"INF397L01BW0","IED1-DP"
"INF397L01BX8","IED1-DR"
"INF397L01EC6","TSG1-GR"
"INF397L01ED4","ITSD1-DP"
"INF397L01EE2","ITSD1-DR"
"INF397L01GA5","IBOFQ1D-DP"
"INF397L01GB3","IBOFQ1R-DR"
"INF397L01GD9","IBOFA1D-DP"
"INF397L01GE7","IBOFA1R-DR"
"INF397L01GG2","IBOFG1G-GR"
"INF397L01HC9","IBDED1D-DP"
"INF397L01HD7","IBDED1R-DR"
"INF397L01HF2","IBDEG1G-GR"
"INF397L01IZ8","IBPFD1D-DP"
"INF397L01JA9","IBPFD1R-DR"
"INF397L01JC5","IBPFG1G-GR"
"INF397L01JH4","IBMCD1-DP"
"INF397L01JI2","IBMCD1-DR"
"INF397L01JK8","IBMCG1-GR"
"INF397L01JP7","IBSCD1D-DP"
"INF397L01JQ5","IBSCD1R-DR"
"INF397L01JS1","IBSCG1G-GR"
"INF397L01JX1","IBFED1D-DP"
"INF397L01JY9","IBFED1R-DR"
"INF397L01KA7","IBFEG1G-GR"
"INF397L01KJ8","IBFSD1D-DP"
"INF397L01KK6","IBFSD1R-DR"
"INF397L01KM2","IBFSG1G-GR"
"INF397L01KR1","IBLVD1-DP"
"INF397L01KS9","IBLVD1-DR"
"INF397L01KU5","IBLVG1-GR"
"INF397L01KZ4","IBDYD1-DP"
"INF397L01LA5","IBDYD1-DR"
"INF397L01LC1","IBDYG1-GR"
"INF397L01LH0","IBHCD1-DP"
"INF397L01LI8","IBHCD1-DR"
"INF397L01LK4","IBHCG1-GR"
"INF579M01183","IIDRG-GR"
"INF579M01217","IIDRDQ-DP"
"INF579M01241","IIDRDRQ-DR"
"INF579M01266","DDG-GR"
"INF579M01282","DDDM-DP"
"INF579M01290","DDDQ-DP"
"INF579M01316","DDDRM-DR"
"INF579M01324","DDDRQ-DR"
"INF579M01621","IFLDG-GR"
"INF579M01639","IILDDW-DP"
"INF579M01688","IILDDRD-DR"
"INF579M01696","IILDDRW-DR"
"INF579M01902","IFIGDG-GR"
"INF579M01910","IFIGDDP-DP"
"INF579M01928","IFIGDDR-DR"
"INF579M01AI2","IIIQDG-GR"
"INF579M01AJ0","IIIQDDP-DP"
"INF579M01AK8","IIIQDDR-DR"
"INF579M01AN2","IIITDG-GR"
"INF579M01AO0","IIITDDP-DP"
"INF582M01633","UNEFGD-GR"
"INF582M01641","UNEFRD-DR"
"INF582M01658","UNEFPD-DP"
"INF582M01674","UNLGRD-GR"
"INF582M01682","UNLDRD-DR"
"INF582M01690","UNLWRD-DR"
"INF582M01708","UNLFRD-DR"
"INF582M01716","UNLMRD-DR"
"INF582M01724","UNLFPD-DP"
"INF582M01732","UNLMPD-DP"
"INF582M01765","UNTSGD-GR"
"INF582M01781","UNTSPD-DP"
"INF582M01799","UNDBGD-GR"
"INF582M01807","UNDBRD-DR"
"INF582M01815","UNDBPD-DP"
"INF582M01BU9","UNSMFGD-GR"
"INF582M01BV7","UNSMFRD-DR"
"INF582M01BW5","UNSMFPD-DP"
"INF582M01CU7","UNFLFGD-GR"
"INF582M01CV5","UNFLFPD-DP"
"INF582M01CW3","UNFLFRD-GR"
"INF582M01DE9","UNPFGD-GR"
"INF582M01DF6","UNPFRD-DR"
"INF582M01DG4","UNPFPD-DP"
"INF582M01DU5","UNCBGD-GR"
"INF582M01DV3","UNCBRD-DR"
"INF582M01DW1","UNCBPD-DP"
"INF582M01EC1","UNESFGD-GR"
"INF582M01ED9","UNESFRD-DR"
"INF582M01EE7","UNESFPD-DP"
"INF582M01EK4","UNVDGD-GR"
"INF582M01EL2","UNVDRD-DR"
"INF582M01EM0","UNVDPD-DP"
"INF582M01ES7","UNAFGD-GR"
"INF582M01ET5","UNAFRD-DR"
"INF582M01EU3","UNAFPD-DP"
"INF582M01FA2","UNOGRD-GR"
"INF582M01FB0","UNODDRD-DR"
"INF582M01FC8","UNOWDRD-DR"
"INF582M01FD6","UNOFDRD-DR"
"INF582M01FE4","UNOMDRD-DR"
"INF582M01FF1","UNODDPD-DP"
"INF582M01FG9","UNOMDPD-DP"
"INF582M01FS4","UNFFGRD-GR"
"INF582M01FT2","UNFFDRD-DR"
"INF582M01FU0","UNFFDPD-DP"
"INF582M01GA0","UNLMDG-GR"
"INF582M01GB8","UNLMDDR-DR"
"INF582M01GC6","UNLMDDP-DP"
"INF582M01GI3","UNMFDG-GR"
"INF582M01GJ1","UNMFDDR-DR"
"INF582M01GK9","UNMFDDP-DP"
"INF582M01GQ6","UNMDDG-GR"
"INF582M01GR4","UNMDDDR-DR"
"INF582M01GS2","UNMDDDP-DP"
"INF582M01GY0","UNHEDG-GR"
"INF582M01GZ7","UNHEDDR-DR"
"INF582M01HA8","UNHEDDP-DP"
"INF582M01HG5","UNMGD-GR"
"INF582M01HH3","UNMDDRD-DR"
"INF582M01HI1","UNMWDRD-DR"
"INF582M01HJ9","UNMMDRD-DR"
"INF582M01HK7","UNMMDPD-DP"
"INF582M01HW2","UNGDG-GR"
"INF582M01HX0","UNGDHDP-DP"
"INF582M01HY8","UNGDHDR-DR"
"INF582M01IA6","UNGDADP-DP"
"INF582M01IB4","UNGDADR-DR"
"INF582M01IK5","UNRFDG-GR"
"INF582M01IL3","UNRFDDP-DP"
"INF582M01IO7","UNMCDG-GR"
"INF582M01IP4","UNMCDDP-DP"
"INF582M01IQ2","UNMCDDR-DR"
"INF663L01AD7","PRBFG1-GR"
"INF663L01AH8","PRBFQ1-DR"
"INF663L01AI6","PRBFQ1-DP"
"INF663L01DV3","PRMOG1-GR"
"INF663L01DW1","PRMOD1-DP"
"INF663L01DX9","PRMOD1-DR"
"INF663L01FF1","PRDEG1-GR"
