Scheme Code;ISIN Div Payout/ ISIN Growth;ISIN Div Reinvestment;Scheme Name;Net Asset Value;Date
120212;INF109K01R89;-;ICICI Prudential Money Market Fund Option - Direct Plan -  Weekly IDCW;100.7769;30-Aug-2022
101221;INF109K01TW3;-;ICICI Prudential Money Market Fund Retail Growth (erstwhile Cash Option);306.6704;24-Apr-2020
103634;INF109K01TY9;-;ICICI Prudential Money Market Fund Option - Daily IDCW;100.1295;30-Aug-2022
103633;INF109K01TX1;-;ICICI Prudential Money Market Fund Option - Growth;309.2143;30-Aug-2022
130013;INF109K01I64;-;ICICI Prudential Money Market Fund Option - IDCW Others;142.0171;30-Aug-2022
103637;INF109K01UC3;INF109K01UB5;ICICI Prudential Money Market Fund Option - Monthly IDCW;101.1623;30-Aug-2022
103635;INF109K01TZ6;-;ICICI Prudential Money Market Fund Option - Weekly IDCW;100.7139;30-Aug-2022
103636;INF109K01UA7;-;ICICI Prudential Money Market Fund Option -Fortnightly IDCW;100.9320;30-Aug-2022
108757;INF194K01LO9;INF194K01LN1;IDFC Money Manager Fund - Regular Plan - Monthly IDCW;10.2516;30-Aug-2022
108756;INF194K01LJ9;-;IDFC Money Manager Fund - Regular Plan - Growth;33.3363;30-Aug-2022
108650;INF194K01LL5;INF194K01LK7;IDFC Money Manager Fund - Regular Plan - Daily IDCW;10.0994;30-Aug-2022
131389;INF194KA1TG5;INF194KA1TH3;IDFC Money Manager Fund - Regular Plan - Periodic IDCW;10.9325;30-Aug-2022
108701;INF194K01LR2;INF194K01LQ4;IDFC Money Manager Fund - Regular Plan - Weekly IDCW;10.1247;30-Aug-2022
118383;-;INF194K01M98;IDFC Money Manager Fund -Direct Plan-Daily IDCW;10.0994;30-Aug-2022
118384;INF194K01M80;-;IDFC Money Manager Fund -Direct Plan-Growth;35.4968;30-Aug-2022
118385;INF194K01N22;INF194K01N14;IDFC Money Manager Fund -Direct Plan-Monthly IDCW;10.1876;30-Aug-2022
131388;INF194KA1TJ9;INF194KA1TK7;IDFC Money Manager Fund -Direct Plan-Periodic IDCW;13.0023;30-Aug-2022
118386;-;INF194K01N48;IDFC Money Manager Fund -Direct Plan-Weekly IDCW;10.1029;30-Aug-2022
115515;-;INF205K01RU7;Invesco India Money Market Fund - Daily IDCW (Reinvestment);1000.29;30-Aug-2022
120506;-;INF205K01RV5;Invesco India Money Market Fund - Direct Plan - Daily IDCW (Reinvestment);1005.0759;30-Aug-2022
120508;INF205K01RW3;INF205K01RX1;Invesco India Money Market Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment);2303.6277;30-Aug-2022
120507;INF205K01RY9;-;Invesco India Money Market Fund - Direct Plan - Growth;2571.5622;30-Aug-2022
120509;INF205K01RZ6;INF205K01SA7;Invesco India Money Market Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment);1044.1909;30-Aug-2022
116653;INF205K01SB5;INF205K01SC3;Invesco India Money Market Fund - Discretionary IDCW (Payout / Reinvestment);2507.0458;30-Aug-2022
112123;INF205K01SD1;-;Invesco India Money Market Fund - Growth;2503.7929;30-Aug-2022
112125;INF205K01SE9;INF205K01SF6;Invesco India Money Market Fund - Monthly IDCW (Payout / Reinvestment);1017.8755;30-Aug-2022
112120;INF205K01SG4;-;Invesco India Money Market Fund - Regular - Growth;2260.7937;30-Aug-2022
112122;INF205K01SH2;INF205K01SI0;Invesco India Money Market Fund - Regular - Monthly IDCW (Payout / Reinvestment);1200.7731;30-Aug-2022
116488;-;INF205K01UW7;Invesco India Money Market Fund - Regular Plan - Daily IDCW (Reinvestment);1002;30-Aug-2022
143602;-;INF192K01DR3;JM Money Market Fund (Direct) - Fortnightly Dividend Option;10.3279;25-Sep-2020
143597;INF192K01DS1;-;JM Money Market Fund (Direct) - Growth;28.7506;25-Sep-2020
143599;-;INF192K01DQ5;JM Money Market Fund (Direct) - Weekly Dividend;10.6743;25-Sep-2020
143592;INF192K01FH9;-;JM Money Market Fund (Direct) Bonus Option - Principal Units;15.9606;25-Sep-2020
143595;-;INF192K01DP7;JM Money Market Fund (Direct)- Daily Dividend Option;10.0508;25-Sep-2020
143601;INF192K01FF3;-;JM Money Market Fund - Bonus Option - Principal Units;15.7555;25-Sep-2020
143594;-;INF192K01AR9;JM Money Market Fund - Daily Dividend;10.0418;25-Sep-2020
143596;-;INF192K01AT5;JM Money Market Fund - Fortnighly Dividend;10.3110;25-Sep-2020
143598;INF192K01AU3;-;JM Money Market Fund - Growth;28.2812;25-Sep-2020
143600;-;INF192K01AS7;JM Money Market Fund - Weekly Dividend;10.6454;25-Sep-2020
101893;INF174K01NA6;-;Kotak Money Market Scheme - (Growth);3663.8146;30-Aug-2022
119746;INF174K01MW2;-;Kotak Money Market Scheme - (Growth) - Direct;3685.6977;30-Aug-2022
101892;INF174K018O0;INF174K01NB4;Kotak Money market Scheme - (Monthly Payout of Income Distribution cum capital withdrawal option);1053.4033;30-Aug-2022
119747;INF174K019O8;INF174K01MX0;Kotak Money Market Scheme - (Monthly Payout of Income Distribution cum capital withdrawal option) - Direct;1052.5293;30-Aug-2022
119432;-;INF917K01FD8;L&T Money Market Fund - Direct Plan - Daily IDCW;10.8591;30-Aug-2022
119430;-;INF917K01FH9;L&T Money Market Fund - Direct Plan - Weekly IDCW;13.1637;30-Aug-2022
114217;-;INF917K01AY5;L&T Money Market Fund - Regular Plan - Daily IDCW;10.8591;30-Aug-2022
114216;INF917K01BC9;-;L&T Money Market Fund - Regular Plan - Growth;21.7039;30-Aug-2022
114219;INF917K01BB1;INF917K01BA3;L&T Money Market Fund - Regular Plan - Monthly IDCW;11.5086;30-Aug-2022
114218;-;INF917K01AZ2;L&T Money Market Fund - Regular Plan - Weekly IDCW;13.0789;30-Aug-2022
119431;INF917K01FE6;-;L&T Money Market Fund -Direct Plan- Growth;22.5725;30-Aug-2022
119429;INF917K01FF3;-;L&T Money Market Fund -Direct Plan- Monthly IDCW;12.1385;30-Aug-2022
150392;INF767K01RE0;-;LIC MF Money Market Fund-Direct Growth;1003.6379;30-Aug-2022
150393;INF767K01RB6;-;LIC MF Money Market Fund-Regular Growth;1003.2764;30-Aug-2022
150394;INF767K01RC4;INF767K01RD2;LIC MF Money Market Fund-Regular IDCW;1003.2764;30-Aug-2022
149112;INF769K01HN8;-;Mirae Asset Money Market Fund Direct Growth;1041.8825;30-Aug-2022
149113;INF769K01HM0;INF769K01HO6;Mirae Asset Money Market Fund Direct IDCW;1041.1902;30-Aug-2022
149115;INF769K01HK4;-;Mirae Asset Money Market Fund Regular Growth;1037.7985;30-Aug-2022
149114;INF769K01HJ6;INF769K01HL2;Mirae Asset Money Market Fund Regular IDCW;1037.7989;30-Aug-2022
103050;-;INF204K01UY6;NIPPON INDIA MONEY MARKET FUND - DAILY IDCW Option;1003.6794;30-Aug-2022
118718;-;INF204K01ZN8;NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - DAILY IDCW Option;1003.6041;30-Aug-2022
118720;INF204K01ZQ1;INF204K01ZR9;NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - MONTHLY IDCW Option;1012.4208;30-Aug-2022
118716;INF204K01ZS7;INF204K01ZT5;NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - QUARTERLY IDCW Option;1021.2328;30-Aug-2022
118717;-;INF204K01ZO6;NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - WEEKLY IDCW Option;1004.6761;30-Aug-2022
118715;INF204K01G11;-;Nippon India Money Market Fund - Direct Plan Growth Plan - Bonus Option;2006.4407;30-Aug-2022
118719;INF204K01ZP3;-;Nippon India Money Market Fund - Direct Plan Growth Plan - Growth Option;3412.1845;30-Aug-2022
103052;INF204K01VB2;INF204K01VC0;NIPPON INDIA MONEY MARKET FUND - MONTHLY IDCW Option;1012.3838;30-Aug-2022
112341;INF204K01VD8;INF204K01VE6;NIPPON INDIA MONEY MARKET FUND - QUARTERLY IDCW Option;1021.0917;30-Aug-2022
103051;-;INF204K01UZ3;NIPPON INDIA MONEY MARKET FUND - WEEKLY IDCW Option;1004.6855;30-Aug-2022
103049;INF204K01UX8;-;Nippon India Money Market Fund-Growth Plan-Bonus Option;1713.3216;14-Aug-2019
103048;INF204K01VA4;-;Nippon India Money Market Fund-Growth Plan-Growth Option;3381.1369;30-Aug-2022
148162;-;INF663L01U16;PGIM India Money Market Fund - Direct Plan - Daily Dividend Option;1006.0796;30-Aug-2022
148161;INF663L01T84;-;PGIM India Money Market Fund - Direct Plan - Growth Option;1114.076;30-Aug-2022
148163;INF663L01T92;-;PGIM India Money Market Fund - Direct Plan - Monthly Dividend Option;1007.1972;30-Aug-2022
148164;-;INF663L01U08;PGIM India Money Market Fund - Direct Plan - Weekly Dividend Option;1000.8336;30-Aug-2022
148160;-;INF663L01U57;PGIM India Money Market Fund - Regular Plan - Daily Dividend Option;1006.0775;30-Aug-2022
148159;INF663L01U24;-;PGIM India Money Market Fund - Regular Plan - Growth Option;1091.8082;30-Aug-2022
148157;INF663L01U32;-;PGIM India Money Market Fund - Regular Plan - Monthly Dividend Option;1004.166;30-Aug-2022
148158;-;INF663L01U40;PGIM India Money Market Fund - Regular Plan - Weekly Dividend Option;1000.3078;30-Aug-2022
119821;INF200K01SZ5;-;SBI  SAVINGS FUND - DIRECT PLAN - GROWTH;36.1597;30-Aug-2022
102503;INF200K01636;-;SBI  SAVINGS FUND - REGULAR PLAN - GROWTH;34.1848;30-Aug-2022
119820;INF200K01SX0;INF200K01SY8;SBI Savings Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW);14.3325;30-Aug-2022
119822;-;INF200K01SW2;SBI Savings Fund - Direct Plan Daily Income Distribution cum Capital Withdrawal Option (IDCW);11.2910;30-Aug-2022
119823;INF200K01TA6;INF200K01TB4;SBI Savings Fund - Direct Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW);12.9871;30-Aug-2022
102504;INF200K01644;INF200K01651;SBI Savings Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW);13.4796;30-Aug-2022
114348;-;INF200KA1K20;SBI Savings Fund - Regular Plan Daily Income Distribution cum Capital Withdrawal Option (IDCW);11.1430;30-Aug-2022
102860;INF200K01669;INF200K01677;SBI Savings Fund - Regular Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW);12.7208;30-Aug-2022
145054;-;INF903JA1FU0;Sundaram Money Market Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW);10.0620;30-Aug-2022
145053;-;INF903JA1FW6;Sundaram Money Market Fund Direct Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW);11.1534;30-Aug-2022
145050;INF903JA1FR6;-;Sundaram Money Market Fund Direct Plan - Growth;12.3382;30-Aug-2022
145051;INF903JA1FS4;-;Sundaram Money Market Fund Direct Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW);11.1741;30-Aug-2022
145056;-;INF903JA1FX4;Sundaram Money Market Fund Direct Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW);11.1741;30-Aug-2022
145052;INF903JA1FT2;-;Sundaram Money Market Fund Direct Plan - Quarterly Payout of Income Distribution cum Capital Withdrawal (IDCW);11.3142;30-Aug-2022
145057;-;INF903JA1FY2;Sundaram Money Market Fund Direct Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW);11.3142;30-Aug-2022
145055;-;INF903JA1FV8;Sundaram Money Market Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW);10.4889;30-Aug-2022
145043;-;INF903JA1FM7;Sundaram Money Market Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW);10.0620;30-Aug-2022
145048;-;INF903JA1FO3;Sundaram Money Market Fund Regular Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW);10.3717;17-Sep-2021
145042;INF903JA1FJ3;-;Sundaram Money Market Fund Regular Plan - Growth;12.2936;30-Aug-2022
145044;INF903JA1FK1;-;Sundaram Money Market Fund Regular Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW);11.1532;30-Aug-2022
145049;-;INF903JA1FP0;Sundaram Money Market Fund Regular Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW);11.1532;30-Aug-2022
145045;INF903JA1FL9;-;Sundaram Money Market Fund Regular Plan - Quarterly Payout of Income Distribution cum Capital Withdrawal (IDCW);11.2725;30-Aug-2022
145046;-;INF903JA1FQ8;Sundaram Money Market Fund Regular Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW);11.2725;30-Aug-2022
145047;-;INF903JA1FN5;Sundaram Money Market Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW);10.4873;30-Aug-2022
119421;-;INF277K011C6;Tata Money Market Fund- Direct Plan - Daily Reinvestment of IDCW Option;1114.5200;30-Aug-2022
119424;INF277K01PR6;-;Tata Money Market Fund- Direct Plan- Growth Option;3891.7342;30-Aug-2022
101986;-;INF277K014C0;Tata Money Market Fund- Regular Plan - Daily Reinvestment of IDCW Option;1114.5200;30-Aug-2022
101847;INF277K01LQ7;-;Tata Money Market Fund-Regular Plan - Growth Option;3847.8787;30-Aug-2022
150513;INF0GCD01503;-;TRUSTMF MONEY MARKET FUND-DIRECT PLAN-GROWTH;1002.6941;30-Aug-2022
150514;INF0GCD01529;INF0GCD01511;TRUSTMF MONEY MARKET FUND-DIRECT PLAN-MONTHLY IDCW;1002.6886;30-Aug-2022
150511;INF0GCD01479;-;TRUSTMF MONEY MARKET FUND-REGULAR PLAN-GROWTH;1002.6385;30-Aug-2022
150512;INF0GCD01495;INF0GCD01487;TRUSTMF MONEY MARKET FUND-REGULAR PLAN-MONTHLY IDCW;1002.5934;30-Aug-2022
149117;INF582M01HG5;-;Union Money Market Fund - Direct Plan -  Growth Option;1038.4820;30-Aug-2022
149123;INF582M01HK7;INF582M01HJ9;Union Money Market Fund - Direct Plan -  Monthly IDCW Option;1000.7866;30-Aug-2022
149121;-;INF582M01HI1;Union Money Market Fund - Direct Plan -  Weekly IDCW Option;1000.2588;22-Oct-2021
149119;-;INF582M01HH3;Union Money Market Fund - Direct Plan - Daily IDCW Option;1000.0024;17-Sep-2021
149116;INF582M01HO9;-;Union Money Market Fund - Regular Plan -  Growth Option;1031.6967;30-Aug-2022
149122;INF582M01HS0;INF582M01HR2;Union Money Market Fund - Regular Plan -  Monthly IDCW Option;1001.9526;12-Jul-2022
149120;-;INF582M01HQ4;Union Money Market Fund - Regular Plan -  Weekly IDCW Option;1000.5175;24-Jan-2022
149118;-;INF582M01HP6;Union Money Market Fund - Regular Plan - Daily IDCW Option;1000.2909;30-Aug-2022
120299;INF789F01XV6;-;UTI MMF - Direct Plan - Growth Option;2534.4922;30-Aug-2022
139236;INF789FA1M04;INF789FA1M12;UTI MMF - Regular Plan - Flexi Dividend Option;1101.9787;12-Nov-2020
112077;INF789F01PX8;-;UTI MMF - Regular Plan - Growth Option;2509.8387;30-Aug-2022
100724;-;INF789F01BD0;UTI MMF- Discontinued - Regular Plan - Flexi Dividend Option;3163.0839;30-Aug-2022
100725;INF789F01BE8;-;UTI MMF- Discontinued - Regular Plan - Periodic Dividend Option;2119.9484;30-Aug-2022
100723;INF789F01BF5;-;UTI MMF-Discontinued - Regular Plan -Growth;5861.9589;30-Aug-2022
134973;INF789FA1N03;INF789FA1N11;UTI Money Market Fund - Direct Plan - Annual IDCW;1504.3349;30-Aug-2022
120772;-;INF789F01XU8;UTI Money Market Fund - Direct Plan - Daily IDCW (Reinvestment);1030.9559;30-Aug-2022
143125;INF789FA1N29;INF789FA1N37;UTI Money Market Fund - Direct Plan - Flexi IDCW;1299.2433;30-Aug-2022
135606;INF789FA1M20;INF789FA1M38;UTI Money Market Fund - Direct Plan - Fortnightly IDCW;1251.0563;30-Aug-2022
140023;INF789FA1M87;INF789FA1M95;UTI Money Market Fund - Direct Plan - Half-Yearly IDCW;1416.1755;30-Aug-2022
133387;INF789FA1M46;INF789FA1M53;UTI Money Market Fund - Direct Plan - Monthly IDCW;1240.6351;30-Aug-2022
142249;INF789FA1M61;INF789FA1M79;UTI Money Market Fund - Direct Plan - Quarterly IDCW;1344.9842;30-Aug-2022
120793;INF789F01XW4;INF789F01XX2;UTI Money Market Fund - Direct Plan - Weekly IDCW;1033.9627;30-Aug-2022
134972;INF789FA1L88;INF789FA1L96;UTI Money Market Fund - Regular Plan - Annual IDCW;1494.9176;30-Aug-2022
112076;-;INF789F01PW0;UTI Money Market Fund - Regular Plan - Daily IDCW (Reinvestment);1073.8774;30-Aug-2022
135371;INF789FA1L05;INF789FA1L13;UTI Money Market Fund - Regular Plan - Fortnightly IDCW;1159.1781;30-Aug-2022
134763;INF789FA1L62;INF789FA1L70;UTI Money Market Fund - Regular Plan - Half-Yearly IDCW;1410.3365;30-Aug-2022
133484;INF789FA1L21;INF789FA1L39;UTI Money Market Fund - Regular Plan - Monthly IDCW;1041.4663;30-Aug-2022
139646;INF789FA1L47;INF789FA1L54;UTI Money Market Fund - Regular Plan - Quarterly IDCW;1179.0852;02-Mar-2022
112635;INF789F01PY6;INF789F01PZ3;UTI Money Market Fund - Regular Plan - Weekly IDCW;1102.0803;30-Aug-2022
145488;INF209KB1ZL4;-;ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Direct - Monthly Payout of IDCW;1000.591;30-Aug-2022
145489;-;INF209KB1ZJ8;ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Direct - Weekly Reinvestment of IDCW;1000.4297;01-Aug-2022
145482;-;INF209KB1ZE9;ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Regular - Weekly Reinvestment of IDCW option;1000.5797;30-Aug-2022
145487;-;INF209KB1ZI0;ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Direct - Daily Reinvestment of IDCW;1000.02;30-Aug-2022
145483;-;INF209KB1ZD1;ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Regular - Daily Reinvestment of IDCW;1000.02;30-Aug-2022
145485;INF209KB1ZG4;-;ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Regular- Monthly Payout of IDCW option;1000.5798;30-Aug-2022
145486;INF209KB1ZH2;-;ADITYA BIRLA SUN LIFE OVERNIGHT FUND-DIRECT PLAN-GROWTH;1170.7738;30-Aug-2022
145481;INF209KB1ZC3;-;ADITYA BIRLA SUNLIFE OVERNIGHT FUND-REGULAR PLAN-GROWTH;1165.3249;30-Aug-2022
146679;-;INF846K01N99;Axis Overnight Fund - Direct Plan - Daily IDCW;1000.5073;30-Aug-2022
146675;INF846K01N65;-;Axis Overnight Fund - Direct Plan - Growth Option;1144.6032;30-Aug-2022
146677;INF846K01N73;INF846K01N81;Axis Overnight Fund - Direct Plan - Monthly IDCW;1001.5666;30-Aug-2022
146676;INF846K01N40;INF846K01N57;Axis Overnight Fund - Direct Plan - Weekly IDCW;1000.8497;30-Aug-2022
146682;-;INF846K01O56;Axis Overnight Fund - Regular Plan - Daily IDCW;1000.5032;30-Aug-2022
146678;INF846K01O23;-;Axis Overnight Fund - Regular Plan - Growth Option;1142.2527;30-Aug-2022
146681;INF846K01O31;INF846K01O49;Axis Overnight Fund - Regular Plan - Monthly IDCW;1001.5493;30-Aug-2022
146680;INF846K01O07;INF846K01O15;Axis Overnight Fund - Regular Plan - Weekly IDCW;1000.8176;30-Aug-2022
147951;INF761K01EU7;-;BANK OF INDIA Overnight Fund Direct Plan Growth;1096.4203;31-Aug-2022
147952;-;INF761K01EV5;BANK OF INDIA Overnight Fund Direct Plan- Daily IDCW;1000.0000;31-Aug-2022
147948;INF761K01EY9;INF761K01EX1;BANK OF INDIA Overnight Fund Direct Plan- Monthly IDCW;1000.7237;31-Aug-2022
147950;-;INF761K01EW3;BANK OF INDIA Overnight Fund Direct Plan- Weekly IDCW;1000.2970;31-Aug-2022
147936;INF761K01EZ6;-;BANK OF INDIA Overnight Fund Regular Plan Growth;1094.1865;31-Aug-2022
147953;-;INF761K01FA6;BANK OF INDIA Overnight Fund Regular Plan- Daily IDCW;1000.0000;23-Mar-2021
147949;INF761K01FD0;INF761K01FC2;BANK OF INDIA Overnight Fund Regular Plan- Monthly IDCW;1000.7180;31-Aug-2022
149412;-;-;BANK OF INDIA Overnight Fund Unclaimed IDCW Plan - Greater than 3 Years;1000.0000;31-Aug-2022
149414;-;-;BANK OF INDIA Overnight Fund Unclaimed IDCW Plan - Up to 3 Years;1031.0041;31-Aug-2022
149415;-;-;BANK OF INDIA Overnight Fund Unclaimed Redemption Plan - Greater than 3 Years;1000.0000;31-Aug-2022
149413;-;-;BANK OF INDIA Overnight Fund Unclaimed Redemption Plan - Upto 3 Years;1030.9230;31-Aug-2022
147197;-;INF955L01HW2;Baroda BNP Paribas Overnight Fund - Direct Plan - Daily IDCW;1000.0028;30-Aug-2022
147196;INF955L01HV4;-;Baroda BNP Paribas Overnight Fund - Direct Plan - Growth;1136.8683;30-Aug-2022
147195;-;INF955L01HX0;Baroda BNP Paribas Overnight Fund - Direct Plan - Weekly IDCW;1000.1079;30-Aug-2022
149988;-;-;Baroda BNP Paribas Overnight Fund - Plan C - Unclaimed IDCW - Greater than 3 years;1000.0000;30-Aug-2022
149991;-;-;Baroda BNP Paribas Overnight Fund - Plan C - Unclaimed IDCW - Up to 3 years;1020.0051;30-Aug-2022
149990;-;-;Baroda BNP Paribas Overnight Fund - Plan C - Unclaimed Redemption - Greater than 3 years;1000.0000;30-Aug-2022
149989;-;-;Baroda BNP Paribas Overnight Fund - Plan C - Unclaimed Redemption - Up to 3 years;1020.0050;30-Aug-2022
147194;-;INF955L01HT8;Baroda BNP Paribas Overnight Fund - Regular Plan - Daily IDCW;1000.0018;30-Aug-2022
147193;INF955L01HS0;-;Baroda BNP Paribas Overnight Fund - Regular Plan - Growth;1134.7278;30-Aug-2022
147198;-;INF955L01HU6;Baroda BNP Paribas Overnight Fund - Regular Plan - Weekly IDCW;1000.0905;30-Aug-2022
147532;-;INF760K01JN3;CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - DAILY IDCW (Reinvestment);1001.0008;31-Aug-2022
147531;INF760K01JM5;-;CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - GROWTH OPTION;1120.7288;31-Aug-2022
147533;-;INF760K01JP8;CANARA ROBECO OVERNIGHT FUND - REGULAR PLAN - DAILY IDCW (Reinvestment);1001.0000;31-Aug-2022
147534;INF760K01JO1;-;CANARA ROBECO OVERNIGHT FUND - REGULAR PLAN - GROWTH OPTION;1119.9629;31-Aug-2022
146062;INF740KA1MC8;-;DSP Overnight Fund - Direct Plan - Growth;1159.3178;30-Aug-2022
146065;-;INF740KA1OR2;DSP Overnight Fund - Direct Plan - IDCW - Daily;1000.0028;30-Aug-2022
146064;INF740KA1OS0;INF740KA1OT8;DSP Overnight Fund - Direct Plan - IDCW - Weekly;1000.8531;30-Aug-2022
146061;INF740KA1MB0;-;DSP Overnight Fund - Regular Plan - Growth;1155.7603;30-Aug-2022
146066;-;INF740KA1OU6;DSP Overnight Fund - Regular Plan - IDCW - Daily;1000.0028;30-Aug-2022
146063;INF740KA1OV4;INF740KA1OW2;DSP Overnight Fund - Regular Plan - IDCW - Weekly;1000.7601;30-Aug-2022
149313;-;-;Unclaimed IDCW - Beyond 3 years (Invested in DSP Overnight Fund);10.0000;30-Aug-2022
149312;-;-;Unclaimed IDCW - Upto 3 years (Invested in DSP Overnight Fund);10.3269;30-Aug-2022
149311;-;-;Unclaimed Redemption - Beyond 3 years (Invested in DSP Overnight Fund);10.0000;30-Aug-2022
149310;-;-;Unclaimed Redemption - Upto 3 years (Invested in DSP Overnight Fund);10.3269;30-Aug-2022
147551;INF754K01KD5;INF754K01KC7;Edelweiss Overnight Fund - Direct Plan - Annual - IDCW Option;1122.262;30-Aug-2022
147557;-;INF754K01JW7;Edelweiss Overnight Fund - Direct Plan - Daily - IDCW Option;1000;30-Aug-2022
147550;INF754K01JZ0;INF754K01JY3;Edelweiss Overnight Fund - Direct Plan - Fortnightly - IDCW Option;1050.7261;11-May-2022
147570;INF754K01JV9;-;Edelweiss Overnight Fund - Direct Plan - Growth;1121.9283;30-Aug-2022
147554;INF754K01KB9;INF754K01KA1;Edelweiss Overnight Fund - Direct Plan - Monthly - IDCW Option;1058.23;30-Aug-2022
147558;-;INF754K01JX5;Edelweiss Overnight Fund - Direct Plan - Weekly - IDCW Option;1065.6143;30-Mar-2022
147556;INF754K01KM6;INF754K01KL8;Edelweiss Overnight Fund - Regular Plan - Annual - IDCW Option;1119.864;30-Aug-2022
147552;-;INF754K01KF0;Edelweiss Overnight Fund - Regular Plan - Daily - IDCW Option;1008.1128;30-Aug-2022
147549;INF754K01KI4;INF754K01KH6;Edelweiss Overnight Fund - Regular Plan - Fortnightly - IDCW Option;1095.2563;30-Aug-2022
147569;INF754K01KE3;-;Edelweiss Overnight Fund - Regular Plan - Growth;1119.8635;30-Aug-2022
147555;INF754K01KK0;INF754K01KJ2;Edelweiss Overnight Fund - Regular Plan - Monthly - IDCW Option;1004.1298;30-Aug-2022
147553;-;INF754K01KG8;Edelweiss Overnight Fund - Regular Plan - Weekly - IDCW Option;1015.7792;30-Aug-2022
149476;-;-;Edelweiss Overnight Fund - Unclaimed IDCW Plan - Above 3 years;1000;30-Aug-2022
149477;-;-;Edelweiss Overnight Fund - Unclaimed IDCW Plan - Upto 3 years;1026.5024;30-Aug-2022
149479;-;-;Edelweiss Overnight Fund - Unclaimed Redemption Plan - Above 3 years;1000;30-Aug-2022
149478;-;-;Edelweiss Overnight Fund - Unclaimed Redemption Plan - Upto 3 years;1026.5024;30-Aug-2022
147215;-;INF090I01SM2;Franklin India Overnight Fund - Daily Dividend Plan - Daily - IDCW;1000.0000;30-Aug-2022
147212;-;INF090I01ST7;Franklin India Overnight Fund - Direct Daily Dividend Plan - Daily - IDCW;1000.0000;30-Aug-2022
147211;INF090I01SR1;INF090I01SQ3;Franklin India Overnight Fund - Direct Weekly Dividend Plan - Weekly - IDCW;1000.2834;30-Aug-2022
147216;INF090I01SN0;INF090I01SP5;Franklin India Overnight Fund - Weekly Dividend Plan - Weekly - IDCW;1000.2801;30-Aug-2022
147213;INF090I01SO8;-;Franklin India Overnight fund- Growth;1128.3443;30-Aug-2022
147214;INF090I01SS9;-;Franklin India Overnight Fund- Growth - Direct;1130.3922;30-Aug-2022
149445;-;-;Franklin India Overnight Fund- Unclaimed IDCW Investor Education Plan;10.0000;30-Aug-2022
149443;-;-;Franklin India Overnight Fund- Unclaimed IDCW Plan;10.2597;30-Aug-2022
149444;-;-;Franklin India Overnight Fund- Unclaimed Redemption Investor EducationPlan;10.0000;30-Aug-2022
149446;-;-;Franklin India Overnight Fund- Unclaimed Redemption Plan;10.2597;30-Aug-2022
119109;-;-;HDFC Overnight Fund - Daily IDCW Option - Direct Plan;1042.66;30-Aug-2022
101996;INF179KB1HS3;-;HDFC Overnight Fund - Growth Option;3191.5759;30-Aug-2022
119110;INF179KB1HT1;-;HDFC Overnight Fund - Growth Option - Direct Plan;3214.7733;30-Aug-2022
101997;-;-;HDFC Overnight Fund - IDCW Option (Daily);1042.66;30-Aug-2022
147289;-;INF336L01OM2;HSBC Overnight Fund - Daily IDCW;1000.0064;30-Aug-2022
147291;-;INF336L01OG4;HSBC Overnight Fund - Daily IDCW Direct Plan;1000.0067;30-Aug-2022
147290;INF336L01OL4;-;HSBC Overnight Fund - Growth;1126.9778;30-Aug-2022
147287;INF336L01OF6;-;HSBC Overnight Fund - Growth - Direct;1132.5451;30-Aug-2022
147301;INF336L01OQ3;INF336L01OO8;HSBC Overnight Fund - Monthly IDCW;1000.6923;30-Aug-2022
