Scheme Code;ISIN Div Payout/ ISIN Growth;ISIN Div Reinvestment;Scheme Name;Net Asset Value;Date
119551;INF209KA12Z1;INF209KA13Z9;Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW;106.7038;30-Aug-2022
119552;INF209K01YM2;-;Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - MONTHLY IDCW;113.5633;30-Aug-2022
119553;INF209K01YO8;-;Aditya Birla Sun Life Banking & PSU Debt Fund  - Direct - Quarterly IDCW;111.8;30-Aug-2022
108272;INF209K01LX6;INF209KA11Z3;Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - IDCW;160.1757;30-Aug-2022
110282;INF209K01LU2;-;Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - MONTHLY IDCW;110.5814;30-Aug-2022
108274;INF209K01LN7;-;Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - Quarterly IDCW;108.9722;30-Aug-2022
110490;INF209K01LR8;-;Aditya Birla Sun Life Banking & PSU Debt Fund  - retail - monthly IDCW;110.4409;30-Aug-2022
106157;INF209K01LS6;-;Aditya Birla Sun Life Banking & PSU Debt Fund  - retail - quarterly IDCW;111.7438;30-Aug-2022
108273;INF209K01LV0;-;Aditya Birla Sun Life Banking & PSU Debt Fund - Regular Plan-Growth;299.6176;30-Aug-2022
103176;INF209K01LT4;-;Aditya Birla Sun Life Banking & PSU Debt Fund - Retail Plan-Growth;449.7643;30-Aug-2022
119550;INF209K01YN0;-;Aditya Birla Sun Life Banking & PSU Debt Fund- Direct Plan-Growth;307.9556;30-Aug-2022
128952;INF846K01NF8;-;Axis Banking & PSU Debt Fund - Direct Plan - Bonus Option;1532.8272;14-Jun-2017
120437;-;INF846K01CU0;Axis Banking & PSU Debt Fund - Direct Plan - Daily IDCW;1039.1310;30-Aug-2022
120438;INF846K01CR6;-;Axis Banking & PSU Debt Fund - Direct Plan - Growth Option;2219.1816;30-Aug-2022
120439;INF846K01CT2;INF846K01CS4;Axis Banking & PSU Debt Fund - Direct Plan - Monthly IDCW;1033.6340;30-Aug-2022
120436;INF846K01CV8;INF846K01CW6;Axis Banking & PSU Debt Fund - Direct Plan - Weekly IDCW;1038.3954;30-Aug-2022
128953;INF846K01NG6;-;Axis Banking & PSU Debt Fund - Regular Plan - Bonus Option;1289.4075;18-May-2015
117447;-;INF846K01CC8;Axis Banking & PSU Debt Fund - Regular Plan - Daily IDCW;1039.1303;30-Aug-2022
117446;INF846K01CB0;-;Axis Banking & PSU Debt Fund - Regular Plan - Growth option;2169.5400;30-Aug-2022
117449;INF846K01CF1;INF846K01CG9;Axis Banking & PSU Debt Fund - Regular Plan - Monthly IDCW;1033.5843;30-Aug-2022
117448;INF846K01CD6;INF846K01CE4;Axis Banking & PSU Debt Fund - Regular Plan - Weekly IDCW;1038.3847;30-Aug-2022
148629;INF955L01KF1;INF955L01KG9;Baroda BNP Paribas Banking and PSU Bond Fund -Direct Plan-Monthly IDCW Option;10.1094;30-Aug-2022
148628;INF955L01KC8;-;Baroda BNP Paribas Banking and PSU Bond Fund- Direct Plan -Growth Option;10.4712;30-Aug-2022
148630;INF955L01KD6;INF955L01KE4;Baroda BNP Paribas Banking and PSU Bond Fund-Direct plan-Quarterly IDCW Option;10.0063;30-Aug-2022
148625;INF955L01JX6;-;Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan -Growth Option;10.3973;30-Aug-2022
148626;INF955L01KA2;INF955L01KB0;Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan -Monthly IDCW Option;10.1066;30-Aug-2022
148627;INF955L01JY4;INF955L01JZ1;Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan-Quarterly IDCW Option;10.0834;30-Aug-2022
150505;INF760K01KC4;-;Canara Robeco Banking and PSU Debt Fund- Direct Plan- Growth Option;10.0251;30-Aug-2022
150507;INF760K01KE0;INF760K01KD2;Canara Robeco Banking and PSU Debt Fund- Direct Plan- IDCW Payout;10.0251;30-Aug-2022
150503;INF760K01KF7;-;Canara Robeco Banking and PSU Debt Fund- Regular Plan- Growth Option;10.0242;30-Aug-2022
150504;INF760K01KH3;INF760K01KG5;Canara Robeco Banking and PSU Debt Fund- Regular Plan- IDCW (Payout/ Reinvestment);10.0242;30-Aug-2022
124175;INF740K01ZW2;-;DSP Banking & PSU Debt Fund - Direct Plan - Growth;20.1670;30-Aug-2022
124178;INF740K01A18;INF740K01A26;DSP Banking & PSU Debt Fund - Direct Plan - IDCW;10.2697;30-Aug-2022
124182;-;INF740KA1OF7;DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Daily Reinvest;10.1600;30-Aug-2022
124176;INF740K01ZX0;INF740K01ZY8;DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Monthly;10.1927;30-Aug-2022
124177;INF740K01ZZ5;INF740K01A00;DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Quarterly ;10.2695;30-Aug-2022
124183;INF740KA1OG5;INF740KA1OH3;DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Weekly;10.1683;30-Aug-2022
124172;INF740K01ZP6;-;DSP Banking & PSU Debt Fund - Regular Plan - Growth;19.6224;30-Aug-2022
124174;INF740K01ZU6;INF740K01ZV4;DSP Banking & PSU Debt Fund - Regular Plan - IDCW;10.2581;30-Aug-2022
124173;-;INF740KA1OI1;DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Daily Reinvest;10.1600;30-Aug-2022
124180;INF740K01ZQ4;INF740K01ZR2;DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Monthly;10.1878;30-Aug-2022
124181;INF740K01ZS0;INF740K01ZT8;DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Quarterly ;10.2580;30-Aug-2022
124179;INF740KA1OJ9;INF740KA1OK7;DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Weekly;10.1674;30-Aug-2022
140286;INF843K01FC8;-;Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option;20.7251;30-Aug-2022
140288;INF843K01FD6;INF843K01FE4;Edelweiss Banking and PSU Debt Fund - Direct Plan - IDCW Option;18.3168;30-Aug-2022
140291;INF843K01FG9;-;Edelweiss Banking and PSU Debt Fund - Direct Plan Fortnightly - IDCW Option;14.7396;30-Aug-2022
140293;INF843K01FI5;INF843K01FH7;Edelweiss Banking and PSU Debt Fund - Direct Plan Monthly - IDCW Option;10.9838;30-Aug-2022
140290;INF843K01FF1;-;Edelweiss Banking and PSU Debt Fund - Direct Plan weekly - IDCW Option;10.5796;30-Aug-2022
140283;INF843K01FK1;-;Edelweiss Banking and PSU Debt Fund - Regular Plan - Growth Option;20.1818;30-Aug-2022
140284;INF843K01FL9;INF843K01FM7;Edelweiss Banking and PSU Debt Fund - Regular Plan - IDCW Option;17.7808;30-Aug-2022
140294;INF843K01FO3;-;Edelweiss Banking and PSU Debt Fund - Regular Plan Fortnightly - IDCW Option;14.3636;30-Aug-2022
140292;INF843K01FQ8;INF843K01FP0;Edelweiss Banking and PSU Debt Fund - Regular Plan Monthly - IDCW Option;11.172;30-Aug-2022
140289;INF843K01FN5;-;Edelweiss Banking and PSU Debt Fund - Regular Plan Weekly - IDCW Option;10.1748;30-Aug-2022
129008;INF090I01KR8;-;Franklin India Banking & PSU Debt Fund - Direct - Growth;19.0700;30-Aug-2022
129006;INF090I01KO5;-;Franklin India Banking & PSU Debt Fund - Growth;18.4276;30-Aug-2022
129009;INF090I01KS6;INF090I01KT4;Franklin India Banking and PSU Debt Fund - Direct - IDCW ;10.7877;30-Aug-2022
129007;INF090I01KP2;INF090I01KQ0;Franklin India Banking and PSU Debt Fund - IDCW ;10.3100;30-Aug-2022
128628;INF179KA1JC4;-;HDFC Banking and PSU Debt Fund - Growth Option;18.8003;30-Aug-2022
128629;INF179KA1IZ7;-;HDFC Banking and PSU Debt Fund - Growth Option - Direct Plan;19.3549;30-Aug-2022
128627;INF179KA1JD2;INF179KA1JE0;HDFC Banking and PSU Debt Fund - IDCW Option;10.1424;30-Aug-2022
128626;INF179KA1JA8;INF179KA1JB6;HDFC Banking and PSU Debt Fund - IDCW Option - Direct Plan;10.0326;30-Aug-2022
112343;INF109K01WS5;INF109K01RV9;ICICI Prudential Banking and PSU Debt Fund -  Daily IDCW;10.0678;30-Aug-2022
112344;INF109K01WR7;INF109K01RU1;ICICI Prudential Banking and PSU Debt Fund -  Weekly IDCW;10.2522;30-Aug-2022
130897;INF109KA1B57;-;ICICI Prudential Banking and PSU Debt Fund - Bonus;15.8889;24-Apr-2020
120257;INF109K01Z89;INF109K01Z97;ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Daily IDCW;10.2667;30-Aug-2022
120256;INF109K010A6;-;ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth;27.4198;30-Aug-2022
120258;INF109K011A4;INF109K012A2;ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Quarterly IDCW;12.6662;30-Aug-2022
120255;INF109K013A0;INF109K014A8;ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Weekly IDCW;10.3799;30-Aug-2022
130950;INF109KA1B40;-;ICICI Prudential Banking and PSU Debt Fund - Direct Plan Bonus;13.8665;10-Apr-2018
131148;INF109KA1M96;INF109KA1M88;ICICI Prudential Banking and PSU Debt Fund - Direct Plan Half Yearly IDCW Option;13.0692;30-Aug-2022
112342;INF109K01RT3;-;ICICI Prudential Banking and PSU Debt Fund - Growth;26.5699;30-Aug-2022
116174;INF109K01YE1;INF109K01YD3;ICICI Prudential Banking and PSU Debt Fund - Quarterly IDCW;10.7388;30-Aug-2022
131147;INF109KA1M70;INF109KA1M62;ICICI Prudential Banking and PSU Debt Fund Half Yearly IDCW Option;12.8887;30-Aug-2022
113247;INF109K01WW7;INF109K01JM5;ICICI Prudential Banking and PSU Debt Fund Retail Daily Dividend;10.0122;24-Apr-2020
113242;INF109K01II5;-;ICICI Prudential Banking and PSU Debt Fund Retail Growth;21.631;24-Apr-2020
113243;INF109K01WV9;INF109K01IJ3;ICICI Prudential Banking and PSU Debt Fund Retail Weekly Dividend;10.3305;20-Aug-2015
121936;INF194K019M8;-;IDFC-IDFC Banking & PSU Debt Fund - Direct Annual IDCW;12.0057;30-Aug-2022
127471;-;INF194KA1JD3;IDFC-IDFC Banking & PSU Debt Fund - Direct Daily IDCW;10.4768;30-Aug-2022
121934;-;INF194K010N5;IDFC-IDFC Banking & PSU Debt Fund - Direct Fortnightly IDCW;10.4810;30-Aug-2022
121279;INF194K015G8;-;IDFC-IDFC Banking & PSU Debt Fund - Direct Growth;20.6053;30-Aug-2022
121281;INF194K016G6;INF194K017G4;IDFC-IDFC Banking & PSU Debt Fund - Direct IDCW;10.8394;30-Aug-2022
121935;-;INF194K011N3;IDFC-IDFC Banking & PSU Debt Fund - Direct Monthly IDCW;10.4239;30-Aug-2022
121938;INF194K018M0;-;IDFC-IDFC Banking & PSU Debt Fund - Direct Quarterly IDCW;10.7534;30-Aug-2022
121933;INF194K015M6;-;IDFC-IDFC Banking & PSU Debt Fund - Regular Annual IDCW;11.0510;30-Aug-2022
127470;-;INF194KA1JC5;IDFC-IDFC Banking & PSU Debt Fund - Regular Daily IDCW;10.8788;30-Aug-2022
121931;-;INF194K016M4;IDFC-IDFC Banking & PSU Debt Fund - Regular Fortnightly IDCW;10.6357;30-Aug-2022
121280;INF194K01SN6;-;IDFC-IDFC Banking & PSU Debt Fund - Regular Growth;20.1932;30-Aug-2022
121282;INF194K01SO4;INF194K012D2;IDFC-IDFC Banking & PSU Debt Fund - Regular IDCW;10.9042;30-Aug-2022
121932;-;INF194K017M2;IDFC-IDFC Banking & PSU Debt Fund - Regular Monthly IDCW;10.6679;30-Aug-2022
121937;INF194K014M9;-;IDFC-IDFC Banking & PSU Debt Fund - Regular Quarterly IDCW;10.6547;30-Aug-2022
118234;-;INF205K01JX8;Invesco India Banking & PSU Debt Fund - Daily IDCW (Reinvestment);993.5464;30-Aug-2022
120444;INF205K01KT4;-;Invesco India Banking & PSU Debt Fund - Direct Plan -  Growth Option;1968.1081;30-Aug-2022
120443;-;INF205K01KS6;Invesco India Banking & PSU Debt Fund - Direct Plan - Daily IDCW (Reinvestment);1014.8139;30-Aug-2022
120445;INF205K01KU2;INF205K01KV0;Invesco India Banking & PSU Debt Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment);1004.1468;30-Aug-2022
118232;INF205K01JV2;-;Invesco India Banking & PSU Debt Fund - Growth Option;1856.7027;30-Aug-2022
118233;INF205K01JW0;INF205K01JY6;Invesco India Banking & PSU Debt Fund - Monthly IDCW (Payout / Reinvestment);1011.8914;30-Aug-2022
148534;INF00XX01861;-;ITI Banking & PSU Debt Fund - Direct Plan - Growth Option;10.8568;30-Aug-2022
148536;INF00XX01879;INF00XX01887;ITI Banking & PSU Debt Fund - Direct Plan - IDCW Option;10.8568;30-Aug-2022
148535;INF00XX01838;-;ITI Banking & PSU Debt Fund - Regular Plan - Growth Option;10.7467;30-Aug-2022
148533;INF00XX01846;INF00XX01853;ITI Banking & PSU Debt Fund - Regular Plan - IDCW Option;10.7467;30-Aug-2022
123688;INF174K01FS4;INF174K01FR6;Kotak Banking and PSU Debt - Annual Dividend;16.1842;15-Sep-2017
123858;-;INF174K01SD9;Kotak Banking and PSU Debt - Daily Dividend Reinvestment;10.188;15-Sep-2017
123859;INF174K01SE7;-;Kotak Banking and PSU Debt - Direct Daily Dividend Reinvestment;10.2604;15-Sep-2017
123690;INF174K01FO3;-;Kotak Banking and PSU Debt - Growth;53.2573;30-Aug-2022
123691;INF174K01FQ8;INF174K01FP0;Kotak Banking and PSU Debt - Monthly Payout of Income Distribution cum capital withdrawal option;10.4505;30-Aug-2022
123689;INF174K01KI5;INF174K01KJ3;Kotak Banking and PSU Debt Direct - Annual Dividend;17.1427;15-Sep-2017
123693;INF174K01KH7;-;Kotak Banking and PSU Debt Direct - Growth;54.8524;30-Aug-2022
123692;INF174K01KK1;-;Kotak Banking and PSU Debt Direct - Monthly Payout of Income Distribution cum capital withdrawal option;10.2882;30-Aug-2022
119794;INF917K01HI3;-;L&T Banking and PSU Debt Fund -  Direct Plan - Monthly IDCW;11.3549;30-Aug-2022
118080;INF677K01AI8;INF677K01AJ6;L&T Banking and PSU Debt Fund -  Regular Plan - Monthly IDCW;10.8651;30-Aug-2022
119796;-;INF917K01HL7;L&T Banking and PSU Debt Fund - Direct Plan - Daily IDCW ;11.1446;30-Aug-2022
119795;INF917K01HH5;-;L&T Banking and PSU Debt Fund - Direct Plan - Growth;20.93;30-Aug-2022
119797;-;INF917K01HK9;L&T Banking and PSU Debt Fund - Direct Plan - Weekly IDCW;10.4192;30-Aug-2022
118076;-;INF677K01AF4;L&T Banking and PSU Debt Fund - Regular Plan - Daily IDCW;11.0527;30-Aug-2022
118078;INF677K01AE7;-;L&T Banking and PSU Debt Fund - Regular Plan - Growth;20.0852;30-Aug-2022
118077;INF917K01HM5;INF677K01AH0;L&T Banking and PSU Debt Fund - Regular Plan - Weekly IDCW;10.3957;30-Aug-2022
120337;INF767K01GJ2;INF767K01GM6;LIC MF Banking & PSU Debt Fund-Direct Plan-Daily IDCW;12.299;30-Aug-2022
120338;INF767K01GI4;-;LIC MF Banking & PSU Debt Fund-Direct Plan-Growth;30.3963;30-Aug-2022
120339;INF767K01GK0;INF767K01GN4;LIC MF Banking & PSU Debt Fund-Direct Plan-Monthly IDCW;11.4477;30-Aug-2022
120336;INF767K01GL8;INF767K01GO2;LIC MF Banking & PSU Debt Fund-Direct Plan-Weekly IDCW;10.052;30-Aug-2022
105822;INF767K01519;INF767K01527;LIC MF Banking & PSU Debt Fund-Regular Plan-Daily IDCW;10.8239;30-Aug-2022
105823;INF767K01535;-;LIC MF Banking & PSU Debt Fund-Regular Plan-Growth;28.5991;30-Aug-2022
105856;INF767K01543;INF767K01550;LIC MF Banking & PSU Debt Fund-Regular Plan-Monthly IDCW;10.7035;30-Aug-2022
105857;INF767K01568;INF767K01576;LIC MF Banking & PSU Debt Fund-Regular Plan-Weekly IDCW;10.05;30-Aug-2022
148419;INF769K01FY9;-;Mirae Asset Banking and PSU Debt Fund Direct Growth;10.7655;30-Aug-2022
148417;INF769K01FX1;INF769K01FZ6;Mirae Asset Banking and PSU Debt Fund Direct IDCW;10.7657;30-Aug-2022
148416;INF769K01FV5;-;Mirae Asset Banking and PSU Debt Fund Regular Growth Plan;10.6657;30-Aug-2022
148418;INF769K01FU7;INF769K01FW3;Mirae Asset Banking and PSU Debt Fund Regular IDCW;10.6662;30-Aug-2022
134552;INF204KA1U61;-;Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Bonus Option;17.4050;30-Aug-2022
134547;INF204KA1U53;-;Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Growth Option;17.4045;30-Aug-2022
134546;INF204KA1T64;-;Nippon India Banking  & PSU Debt Fund- Growth Plan- Bonus Option;12.3452;02-Feb-2018
134545;INF204KA1T56;-;Nippon India Banking  & PSU Debt Fund- Growth Plan- Growth Option;16.9686;30-Aug-2022
134555;INF204KA1U79;INF204KA1U87;NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - IDCW Option;17.4045;30-Aug-2022
134550;INF204KA1V37;INF204KA1V45;NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - MONTHLY IDCW Option;10.6475;30-Aug-2022
134556;INF204KA1U95;INF204KA1V03;NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - QUARTERLY IDCW Option;10.7382;30-Aug-2022
134554;INF204KA1V11;INF204KA1V29;NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - WEEKLY IDCW Option;10.2746;30-Aug-2022
134548;INF204KA1T72;INF204KA1T80;NIPPON INDIA BANKING & PSU DEBT FUND - IDCW Option;16.9686;30-Aug-2022
134549;INF204KA1U38;INF204KA1U46;NIPPON INDIA BANKING & PSU DEBT FUND - MONTHLY IDCW Option;10.5855;30-Aug-2022
134551;INF204KA1T98;INF204KA1U04;NIPPON INDIA BANKING & PSU DEBT FUND - QUARTERLY IDCW Option;10.6870;30-Aug-2022
134553;INF204KA1U12;INF204KA1U20;NIPPON INDIA BANKING & PSU DEBT FUND - WEEKLY IDCW Option;10.2756;30-Aug-2022
138573;INF223J01VH1;-;PGIM India Banking and PSU Debt fund - Bonus;13.3974;01-Aug-2016
138580;INF223JA1LT3;INF223JA1LU1;PGIM India Banking and PSU Debt Fund - Direct Plan - Regular Dividend;10.1782;30-Aug-2022
138565;INF223J01SU0;-;PGIM India Banking and PSU Debt fund - Monthly Dividend;10.7742;05-Mar-2021
138576;INF223J01VF5;-;PGIM India Banking and PSU Debt fund - Quarterly Bonus;11.6111;01-Aug-2016
138571;INF223J01VV2;-;PGIM India Banking and PSU Debt fund - Quarterly Dividend;10.6614;30-Aug-2022
138579;INF223JA1LR7;INF223JA1LS5;PGIM India Banking and PSU Debt Fund - Regular Dividend;10.1794;30-Aug-2022
138570;INF223J01VT6;INF223J01VU4;PGIM India Banking and PSU Debt fund - Weekly Dividend;10.2735;28-Jul-2019
138566;INF223J01SW6;-;PGIM India Banking and PSU Debt fund -Growth;20.0335;30-Aug-2022
138575;INF223J01VG3;-;PGIM India Banking and PSU Debt fund- Direct Plan-  Quarterly Bonus;13.6246;01-Aug-2016
138574;INF223J01VI9;-;PGIM India Banking and PSU Debt fund- Direct Plan-  Regular Bonus;15.2364;19-Jun-2018
138568;INF223J01WD8;-;PGIM India Banking and PSU Debt fund- Direct Plan- Annual Dividend;11.0995;05-Mar-2021
138563;INF223J01SX4;INF223J01SY2;PGIM India Banking and PSU Debt fund- Direct Plan- Monthly Dividend;10.9284;05-Mar-2021
138567;INF223J01WB2;-;PGIM India Banking and PSU Debt fund- Direct Plan- Quarterly Dividend;10.7098;30-Aug-2022
138569;INF223J01VZ3;INF223J01WA4;PGIM India Banking and PSU Debt fund- Direct Plan- Weekly Dividend;10.2259;28-Jul-2019
138564;INF223J01SZ9;-;PGIM India Banking and PSU Debt fund- Direct Plan-Growth;20.9617;30-Aug-2022
125502;-;INF200K01V16;SBI Banking & PSU Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW);1181.0331;30-Aug-2022
125503;INF200K01V08;-;SBI BANKING & PSU FUND - Direct Plan - Growth;2681.2871;30-Aug-2022
125505;INF200K01V40;INF200K01V57;SBI Banking & PSU Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW);1145.8996;30-Aug-2022
125504;INF200K01V32;INF200K01V24;SBI Banking & PSU Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW);1178.4093;30-Aug-2022
125498;INF200K01U41;-;SBI BANKING & PSU FUND - Regular Paln - Growth;2556.0189;30-Aug-2022
125499;-;INF200K01U58;SBI Banking & PSU Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW);1166.1010;30-Aug-2022
125501;INF200K01U82;INF200K01U90;SBI Banking & PSU Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW);1094.0916;30-Aug-2022
125500;INF200K01U74;INF200K01U66;SBI Banking & PSU Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW);1165.8831;30-Aug-2022
134363;INF903J017I5;-;Sundaram Banking & PSU Debt Fund - Direct Growth;11.7065;17-Mar-2017
134370;INF903J012J4;INF903J013J2;Sundaram Banking & PSU Debt Fund - Direct Monthly Dividend;11.4008;17-Mar-2017
134369;INF903J019I1;INF903J014J0;Sundaram Banking & PSU Debt Fund - Direct Quarterly Dividend;10.6356;31-Mar-2016
134355;INF903J016I7;-;Sundaram Banking & PSU Debt Fund - Regular Annual Bonus;11.6319;17-Feb-2017
134356;INF903J016H9;-;Sundaram Banking & PSU Debt Fund - Regular Growth;11.6493;17-Mar-2017
134359;INF903J018H5;INF903J012I6;Sundaram Banking & PSU Debt Fund - Regular Monthly Dividend;11.1411;17-Mar-2017
134361;INF903J014I2;-;Sundaram Banking & PSU Debt Fund - Regular Quarterly Bonus;11.1681;16-Aug-2016
134360;INF903J017H7;INF903J011I8;Sundaram Banking & PSU Debt Fund - Regular Weekly Dividend;10.1418;17-Mar-2017
134362;INF903J019H3;INF903J013I4;Sundaram Banking & PSU Debt Fund Regular Quarterly Dividend;11.0236;17-Mar-2017
119629;INF903J01RI4;-;Sundaram Banking and PSU Debt Fund Direct Plan - Bonus;17.7751;30-Aug-2022
119627;-;INF903J01PC1;Sundaram Banking and PSU Debt Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW);10.2300;30-Aug-2022
119625;INF903J01PA5;-;Sundaram Banking and PSU Debt Fund Direct Plan - Growth;35.5281;30-Aug-2022
119626;INF903J01PB3;INF903J01PE7;Sundaram Banking and PSU Debt Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW);11.5178;30-Aug-2022
118326;INF903J01LY4;-;Sundaram Banking and PSU Debt Fund Regular Plan - Bonus;17.7338;30-Aug-2022
100782;-;INF903J01IP8;Sundaram Banking and PSU Debt Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW);10.3550;30-Aug-2022
100784;INF903J01IN3;-;Sundaram Banking and PSU Debt Fund Regular Plan - Growth;35.1672;30-Aug-2022
100793;INF903J01IO1;INF903J01IR4;Sundaram Banking and PSU Debt Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW);11.5701;30-Aug-2022
100783;-;INF903J01IQ6;Sundaram Banking and PSU Debt Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW);12.0991;30-Aug-2022
100781;INF903J01IK9;-;Sundaram Banking and PSU Debt Fund Retail Plan - Growth;31.6931;30-Aug-2022
100780;INF903J01IL7;INF903J01IM5;Sundaram Banking and PSU Debt Fund Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW);11.4750;30-Aug-2022
134358;-;INF903J010I0;SundaramBanking&PSUDebtFund-RegularDailyDividendReinvestment;11.6582;17-Mar-2017
147637;INF277K016X1;-;Tata Banking & PSU Debt Fund  Direct Plan - Payout of Income Distribution cum capital withdrawal option ;11.9535;30-Aug-2022
147638;-;INF277K014X6;Tata Banking & PSU Debt Fund  Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ;11.9535;30-Aug-2022
147634;INF277K013X8;-;Tata Banking & PSU Debt Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ;11.7802;30-Aug-2022
147633;-;INF277K012X0;Tata Banking & PSU Debt Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ;11.7802;30-Aug-2022
147636;INF277K015X3;-;Tata Banking & PSU Debt Fund-Direct Plan-Growth;11.9535;30-Aug-2022
147635;INF277K011X2;-;Tata Banking & PSU Debt Fund-Regular Plan-Growth;11.7802;30-Aug-2022
148656;INF0GCD01107;-;TRUSTMF BANKING & PSU DEBT FUND - DIRECT GROWTH;1055.4233;30-Aug-2022
148655;INF0GCD01016;-;TRUSTMF BANKING & PSU DEBT FUND - REGULAR GROWTH;1047.1165;30-Aug-2022
148672;INF0GCD01180;INF0GCD01172;TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION;1019.3851;30-Aug-2022
148678;-;INF0GCD01115;TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL;1058.2653;30-Aug-2022
148681;INF0GCD01149;INF0GCD01131;TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION;1011.4366;30-Aug-2022
148670;INF0GCD01164;INF0GCD01156;TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL;1028.2006;30-Aug-2022
148675;-;INF0GCD01123;TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL;1008.5547;30-Aug-2022
148669;INF0GCD01099;INF0GCD01081;TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL;1011.1613;30-Aug-2022
148667;-;INF0GCD01024;TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL;1048.2732;30-Aug-2022
148674;INF0GCD01057;INF0GCD01040;TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL;1006.5621;30-Aug-2022
148668;INF0GCD01073;INF0GCD01065;TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL;1020.5484;30-Aug-2022
148679;-;INF0GCD01032;TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL;1005.5841;30-Aug-2022
140135;INF789FA1V03;INF789FA1V11;UTI Banking & PSU Debt Fund - Direct Plan - Annual IDCW;12.3268;30-Aug-2022
133972;INF789FA1V29;INF789FA1V37;UTI Banking & PSU Debt Fund - Direct Plan - Flexi IDCW;15.7033;30-Aug-2022
126940;INF789F015Z6;-;UTI Banking & PSU Debt Fund - Direct Plan - Growth Option;18.223;30-Aug-2022
141375;INF789FA1U87;INF789FA1U95;UTI Banking & PSU Debt Fund - Direct Plan - Half-Yearly IDCW;12.0924;30-Aug-2022
